"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2006-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",408,0,"Final"
"2007-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",414,0,"Final"
"2007-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",310,0,"Final"
"2007-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",316,0,"Final"
"2007-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",269,0,"Final"
"2007-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",227,0,"Final"
"2007-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",248,0,"Final"
"2007-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",266,0,"Final"
"2007-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",307,0,"Final"
"2007-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",314,0,"Final"
"2007-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",311,0,"Final"
"2007-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",311,0,"Final"
"2007-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",348,0,"Final"
"2008-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",364,0,"Final"
"2008-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",291,0,"Final"
"2008-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",253,0,"Final"
"2008-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",275,0,"Final"
"2008-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",238,0,"Final"
"2008-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",303,0,"Final"
"2008-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",290,0,"Final"
"2008-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",302,0,"Final"
"2008-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",316,0,"Final"
"2008-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",296,0,"Final"
"2008-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",291,0,"Final"
"2008-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",366,0,"Final"
"2009-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",393,0,"Final"
"2009-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",268,0,"Final"
"2009-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",244,0,"Final"
"2009-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",229,0,"Final"
"2009-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",179,0,"Final"
"2009-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",239,0,"Final"
"2009-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",261,0,"Final"
"2009-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",228,0,"Final"
"2009-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",243,0,"Final"
"2009-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",243,0,"Final"
"2009-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",247,0,"Final"
"2009-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",318,0,"Final"
"2010-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",307,0,"Final"
"2010-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",209,0,"Final"
"2010-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",194,0,"Final"
"2010-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",178,0,"Final"
"2010-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",149,0,"Final"
"2010-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",217,0,"Final"
"2010-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",240,0,"Final"
"2010-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",218,0,"Final"
"2010-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",209,0,"Final"
"2010-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",230,0,"Final"
"2010-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",214,0,"Final"
"2010-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",297,0,"Final"
"2011-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",306,0,"Final"
"2011-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",203,0,"Final"
"2011-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",198,0,"Final"
"2011-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",199,0,"Final"
"2011-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",171,0,"Final"
"2011-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",189,0,"Final"
"2011-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",250,0,"Final"
"2011-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",213,0,"Final"
"2011-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",206,0,"Final"
"2011-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",210,0,"Final"
"2011-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",231,0,"Final"
"2011-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",321,0,"Final"
"2012-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",272,0,"Final"
"2012-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",204,0,"Final"
"2012-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",210,0,"Final"
"2012-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",158,0,"Final"
"2012-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",157,0,"Final"
"2012-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",222,0,"Final"
"2012-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",215,0,"Final"
"2012-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",248,0,"Final"
"2012-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",253,0,"Final"
"2012-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",213,0,"Final"
"2012-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",214,0,"Final"
"2012-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",340,0,"Final"
"2013-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",318,0,"Final"
"2013-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",209,0,"Final"
"2013-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",188,0,"Final"
"2013-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",188,0,"Final"
"2013-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",169,0,"Final"
"2013-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",147,0,"Final"
"2013-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",253,0,"Final"
"2013-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",247,0,"Final"
"2013-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",243,0,"Final"
"2013-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",255,0,"Final"
"2013-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",219,0,"Final"
"2013-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",349,0,"Final"
"2014-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",327,0,"Final"
"2014-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",254,0,"Final"
"2014-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",230,0,"Final"
"2014-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",215,0,"Final"
"2014-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",212,0,"Final"
"2014-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",240,0,"Final"
"2014-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",289,0,"Final"
"2014-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",303,0,"Final"
"2014-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",278,0,"Final"
"2014-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",249,0,"Final"
"2014-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",257,0,"Final"
"2014-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",348,0,"Final"
"2015-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",420,0,"Final"
"2015-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",219,0,"Final"
"2015-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",270,0,"Final"
"2015-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",224,0,"Final"
"2015-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",221,0,"Final"
"2015-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",219,0,"Final"
"2015-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",314,0,"Final"
"2015-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",305,0,"Final"
"2015-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",301,0,"Final"
"2015-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",255,0,"Final"
"2015-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",250,0,"Final"
"2015-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",407,0,"Final"
"2016-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",440,0,"Final"
"2016-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",304,0,"Final"
"2016-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",285,0,"Final"
"2016-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",230,0,"Final"
"2016-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",234,0,"Final"
"2016-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",267,0,"Final"
"2016-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",332,0,"Final"
"2016-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",332,0,"Final"
"2016-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",317,0,"Final"
"2016-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",285,0,"Final"
"2016-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",322,0,"Final"
"2016-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",419,0,"Final"
"2017-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",469,0,"Final"
"2017-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",295,0,"Final"
"2017-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",283,0,"Final"
"2017-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",231,0,"Final"
"2017-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",235,0,"Final"
"2017-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",246,0,"Final"
"2017-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",324,0,"Final"
"2017-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",304,0,"Final"
"2017-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",277,0,"Final"
"2017-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",264,0,"Final"
"2017-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",264,0,"Final"
"2017-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",394,0,"Final"
"2018-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",431,0,"Final"
"2018-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",258,0,"Final"
"2018-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",254,0,"Final"
"2018-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",247,0,"Final"
"2018-05","2020-09","Long-term migrant","Arrivals","Female","40-44 years",227,0,"Final"
"2018-06","2020-09","Long-term migrant","Arrivals","Female","40-44 years",261,0,"Final"
"2018-07","2020-09","Long-term migrant","Arrivals","Female","40-44 years",371,0,"Final"
"2018-08","2020-09","Long-term migrant","Arrivals","Female","40-44 years",319,0,"Final"
"2018-09","2020-09","Long-term migrant","Arrivals","Female","40-44 years",300,0,"Final"
"2018-10","2020-09","Long-term migrant","Arrivals","Female","40-44 years",322,0,"Final"
"2018-11","2020-09","Long-term migrant","Arrivals","Female","40-44 years",305,0,"Final"
"2018-12","2020-09","Long-term migrant","Arrivals","Female","40-44 years",422,0,"Final"
"2019-01","2020-09","Long-term migrant","Arrivals","Female","40-44 years",482,0,"Final"
"2019-02","2020-09","Long-term migrant","Arrivals","Female","40-44 years",304,0,"Final"
"2019-03","2020-09","Long-term migrant","Arrivals","Female","40-44 years",278,0,"Final"
"2019-04","2020-09","Long-term migrant","Arrivals","Female","40-44 years",224,0,"Final"
"2001-01","2020-09","Long-term migrant","Arrivals","Male","40-44 years",348,0,"Final"
"2001-02","2020-09","Long-term migrant","Arrivals","Male","40-44 years",281,0,"Final"
"2001-03","2020-09","Long-term migrant","Arrivals","Male","40-44 years",285,0,"Final"
"2001-04","2020-09","Long-term migrant","Arrivals","Male","40-44 years",237,0,"Final"
"2001-05","2020-09","Long-term migrant","Arrivals","Male","40-44 years",254,0,"Final"
"2001-06","2020-09","Long-term migrant","Arrivals","Male","40-44 years",291,0,"Final"
"2001-07","2020-09","Long-term migrant","Arrivals","Male","40-44 years",291,0,"Final"
"2001-08","2020-09","Long-term migrant","Arrivals","Male","40-44 years",272,0,"Final"
"2001-09","2020-09","Long-term migrant","Arrivals","Male","40-44 years",365,0,"Final"
"2001-10","2020-09","Long-term migrant","Arrivals","Male","40-44 years",398,0,"Final"
"2001-11","2020-09","Long-term migrant","Arrivals","Male","40-44 years",420,0,"Final"
"2001-12","2020-09","Long-term migrant","Arrivals","Male","40-44 years",380,0,"Final"
"2002-01","2020-09","Long-term migrant","Arrivals","Male","40-44 years",397,0,"Final"
"2002-02","2020-09","Long-term migrant","Arrivals","Male","40-44 years",388,0,"Final"
"2002-03","2020-09","Long-term migrant","Arrivals","Male","40-44 years",326,0,"Final"
"2002-04","2020-09","Long-term migrant","Arrivals","Male","40-44 years",280,0,"Final"
"2002-05","2020-09","Long-term migrant","Arrivals","Male","40-44 years",272,0,"Final"
"2002-06","2020-09","Long-term migrant","Arrivals","Male","40-44 years",312,0,"Final"
"2002-07","2020-09","Long-term migrant","Arrivals","Male","40-44 years",339,0,"Final"
"2002-08","2020-09","Long-term migrant","Arrivals","Male","40-44 years",354,0,"Final"
"2002-09","2020-09","Long-term migrant","Arrivals","Male","40-44 years",403,0,"Final"
"2002-10","2020-09","Long-term migrant","Arrivals","Male","40-44 years",436,0,"Final"
"2002-11","2020-09","Long-term migrant","Arrivals","Male","40-44 years",438,0,"Final"
"2002-12","2020-09","Long-term migrant","Arrivals","Male","40-44 years",416,0,"Final"
"2003-01","2020-09","Long-term migrant","Arrivals","Male","40-44 years",484,0,"Final"
"2003-02","2020-09","Long-term migrant","Arrivals","Male","40-44 years",372,0,"Final"
"2003-03","2020-09","Long-term migrant","Arrivals","Male","40-44 years",358,0,"Final"
"2003-04","2020-09","Long-term migrant","Arrivals","Male","40-44 years",284,0,"Final"
"2003-05","2020-09","Long-term migrant","Arrivals","Male","40-44 years",311,0,"Final"
"2003-06","2020-09","Long-term migrant","Arrivals","Male","40-44 years",298,0,"Final"
"2003-07","2020-09","Long-term migrant","Arrivals","Male","40-44 years",320,0,"Final"
"2003-08","2020-09","Long-term migrant","Arrivals","Male","40-44 years",349,0,"Final"
"2003-09","2020-09","Long-term migrant","Arrivals","Male","40-44 years",367,0,"Final"
"2003-10","2020-09","Long-term migrant","Arrivals","Male","40-44 years",375,0,"Final"
"2003-11","2020-09","Long-term migrant","Arrivals","Male","40-44 years",413,0,"Final"
"2003-12","2020-09","Long-term migrant","Arrivals","Male","40-44 years",400,0,"Final"
"2004-01","2020-09","Long-term migrant","Arrivals","Male","40-44 years",428,0,"Final"
"2004-02","2020-09","Long-term migrant","Arrivals","Male","40-44 years",325,0,"Final"
"2004-03","2020-09","Long-term migrant","Arrivals","Male","40-44 years",276,0,"Final"
"2004-04","2020-09","Long-term migrant","Arrivals","Male","40-44 years",279,0,"Final"
"2004-05","2020-09","Long-term migrant","Arrivals","Male","40-44 years",268,0,"Final"
"2004-06","2020-09","Long-term migrant","Arrivals","Male","40-44 years",248,0,"Final"
"2004-07","2020-09","Long-term migrant","Arrivals","Male","40-44 years",300,0,"Final"
"2004-08","2020-09","Long-term migrant","Arrivals","Male","40-44 years",316,0,"Final"
"2004-09","2020-09","Long-term migrant","Arrivals","Male","40-44 years",314,0,"Final"
